product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,latitude,longitude,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,net_profit,date
haircare,SKU1386,93.9453782442558,95,36,1966.250066,Male,16,19,93,5,Carrier B,1.93111753653214,Supplier 2,Miami,25.7617,-80.1918,23,989,19,93.6541550880776,Pass,1.74516034503007,Rail,Route A,495.359451846195,1377.236459065728,2021-09-30
skincare,SKU1387,56.4890571145277,46,164,2310.65864672906,Non-binary,91,25,19,10,Carrier B,6.95065231323704,Supplier 2,Miami,25.7617,-80.1918,9,851,21,65.6117688880722,Fail,4.15493586,Sea,Route C,464.498951851128,1780.54792598986,2021-10-01
cosmetics,SKU1388,29.0999037085881,66,241,6311.76911439276,Female,81,1,28,7,Carrier B,2.76257040970028,Supplier 4,Miami,25.7617,-80.1918,28,428,28,91.057901812433,Fail,4.4857835899852,Rail,Route A,964.171934941302,5256.539277639024,2021-10-02
haircare,SKU1389,25.9459508799638,91,743,5232.24176795878,Male,96,14,91,9,Carrier A,1.6716330050809,Supplier 2,Miami,25.7617,-80.1918,17,931,7,75.2598886007696,Pass,0.795254643014705,Rail,Route B,518.987506108624,4637.994373249387,2021-10-03
haircare,SKU1390,73.94396148,36,185,9590.02925367689,Unknown,78,24,39,8,Carrier A,14.531807707987,Supplier 2,Los Angeles,34.0522,-118.2437,6,708,9,37.0790486074793,Pass,3.07105927270661,Rail,Route C,244.76982859509,9308.180376474322,2021-10-04
haircare,SKU1391,63.6386569806289,75,833,2041.07701283304,Female,21,11,39,6,Carrier A,11.2213234964978,Supplier 5,Los Angeles,34.0522,-118.2437,27,879,12,34.5151857653923,Pending,3.39725558608203,Road,Route A,179.564224516413,1826.997602551235,2021-10-05
cosmetics,SKU1392,35.077960533578,82,562,17742.4324378837,Non-binary,26,25,34,2,Carrier B,11.0668080941912,Supplier 5,Miami,25.7617,-80.1918,14,737,25,83.88408171,Fail,0.419457892,Sea,Route B,759.194746043522,16899.35361013018,2021-10-06
skincare,SKU1393,25.3934470773909,65,345,7600.25363258884,Male,54,28,97,8,Carrier A,2.26769565277252,Supplier 1,Miami,25.7617,-80.1918,18,133,15,11.0797011156408,Pass,1.57226545211019,Sea,Route C,232.96280058396,7356.21113088924,2021-10-07
haircare,SKU1394,68.17447904,63,462,6737.48922640746,Unknown,100,7,83,4,Carrier C,14.0109073428283,Supplier 1,Houston,29.7604,-95.3698,21,894,15,97.2226594145152,Pending,0.0269199380595946,Air,Route C,944.184797548004,5696.081769444941,2021-10-08
skincare,SKU1395,52.3138373404025,99,84,6807.49979791206,Female,31,17,75,8,Carrier A,7.57255921013839,Supplier 2,Chicago,41.8781,-87.6298,14,505,28,57.9098000222828,Fail,1.58214401678063,Rail,Route A,603.291996563617,6146.29800132616,2021-10-09
skincare,SKU1396,75.5683726161,35,651,8440.548836,Male,59,4,44,7,Carrier A,12.931976952804,Supplier 3,Houston,29.7604,-95.3698,23,117,24,79.6144504485664,Fail,1.67722666459624,Air,Route B,461.526928348722,7899.407457202711,2021-10-10
skincare,SKU1397,36.0692411944226,31,776,1962.27877941839,Unknown,82,10,60,4,Carrier C,1.17641541559279,Supplier 1,Houston,29.7604,-95.3698,30,529,21,33.206700014009,Pass,3.15104313389542,Air,Route B,715.899407292812,1213.172672111569,2021-10-11
skincare,SKU1398,89.5554174191989,28,991,5542.78891208987,Female,27,17,80,8,Carrier A,5.17489073872509,Supplier 2,Miami,25.7617,-80.1918,7,527,16,77.19563185,Pass,0.995216398245825,Rail,Route B,279.035268461339,5186.558011778531,2021-10-12
skincare,SKU1399,13.0086248880782,1,824,7273.82024434682,Female,27,4,80,2,Carrier A,14.9446597097705,Supplier 5,Houston,29.7604,-95.3698,10,392,23,61.0453452050321,Pass,0.150454933638963,Sea,Route B,444.0317656,6768.743133541788,2021-10-13
skincare,SKU1400,81.6829852851628,25,763,6281.38400566207,Male,73,19,36,9,Carrier A,6.98973259773558,Supplier 4,Miami,25.7617,-80.1918,26,679,20,48.1729756401552,Fail,4.16965113917355,Rail,Route C,130.072464979492,6103.138565042423,2021-10-14
cosmetics,SKU1401,34.5131095145273,43,477,14816.4779145866,Non-binary,83,18,19,6,Carrier A,13.4389095441009,Supplier 5,New York,40.7128,-74.006,7,848,26,80.4846126714247,Fail,4.12809773129461,Air,Route B,889.910349705723,13846.08295220945,2021-10-15
haircare,SKU1402,82.638969579848,84,675,1650.44538110216,Non-binary,24,17,52,7,Carrier B,5.59197687719455,Supplier 5,Los Angeles,34.0522,-118.2437,28,179,15,54.4459342731765,Pass,1.99572602778913,Road,Route A,482.73136578967,1113.268081039314,2021-10-16
haircare,SKU1403,53.7090074548687,67,719,7216.30935549249,Non-binary,84,6,64,10,Carrier A,8.35460785175488,Supplier 4,Miami,25.7617,-80.1918,27,185,5,69.1712723700709,Fail,4.333970376,Air,Route A,782.942673180468,6364.195409941951,2021-10-17
skincare,SKU1404,46.6465731029223,63,887,5806.249573,Non-binary,7,29,80,1,Carrier C,12.9590669229634,Supplier 5,New York,40.7128,-74.006,28,671,12,11.3807972340891,Pass,2.34513781423301,Sea,Route C,925.16932060514,4869.699455160771,2021-10-18
cosmetics,SKU1405,29.3569344674009,51,984,25998.5011643303,Female,85,7,15,3,Carrier C,9.48148784285509,Supplier 1,Los Angeles,34.0522,-118.2437,6,147,4,83.3651959317693,Pass,3.75894415404993,Road,Route A,687.513825605949,25227.62214279258,2021-10-19
haircare,SKU1406,26.77133537,2,296,4062.47484010627,Female,25,6,15,10,Carrier B,11.1526927970259,Supplier 5,Los Angeles,34.0522,-118.2437,27,790,3,89.9822409544059,Pending,2.40012446189285,Air,Route C,438.172030556537,3534.320568595327,2021-10-20
haircare,SKU1407,56.9532167582242,82,954,6587.49369496773,Unknown,74,25,86,5,Carrier A,4.20366485907389,Supplier 4,Miami,25.7617,-80.1918,25,967,29,78.3063155,Pending,4.0160623257708,Rail,Route B,657.575635390975,5851.611744076756,2021-10-21
cosmetics,SKU1408,36.8431037681543,64,826,27389.1633412459,Non-binary,70,12,57,7,Carrier C,3.18246612437195,Supplier 2,Houston,29.7604,-95.3698,6,183,27,83.5054704952813,Pass,1.03199899799824,Sea,Route C,424.297943070205,26881.35992768042,2021-10-22
haircare,SKU1409,71.582425406836,74,635,5465.58333491003,Non-binary,16,9,86,1,Carrier B,4.22429020773518,Supplier 2,Los Angeles,34.0522,-118.2437,7,706,29,91.0143736401956,Pending,0.939486834962875,Road,Route B,610.5825753,4763.986385969834,2021-10-23
skincare,SKU1410,24.3823432451649,69,387,8422.50847669228,Male,81,18,11,9,Carrier A,7.90268104801879,Supplier 2,Chicago,41.8781,-87.6298,25,407,1,53.75984618868,Pass,2.53931659202167,Sea,Route A,488.948791344271,7879.799839159328,2021-10-24
cosmetics,SKU1411,33.5009045801567,9,21,633.167096564962,Male,6,2,92,5,Carrier B,12.2135067067494,Supplier 4,Miami,25.7617,-80.1918,28,351,13,86.4421531591586,Fail,4.14310898911447,Air,Route C,234.88157938355,311.8433640222534,2021-10-25
haircare,SKU1412,82.745108815727,2,497,5494.617736305911,Male,55,25,60,3,Carrier A,5.95591390666772,Supplier 4,Miami,25.7617,-80.1918,29,580,5,44.39375625,Fail,4.42905770111715,Sea,Route B,802.091032657233,4648.132947398677,2021-10-26
cosmetics,SKU1413,30.9671701288439,34,335,9336.60179384645,Unknown,63,17,70,10,Carrier B,8.90742094788759,Supplier 1,Los Angeles,34.0522,-118.2437,26,944,12,75.7533266032789,Pass,3.03597470521584,Road,Route C,973.841763701935,8287.006703541236,2021-10-27
haircare,SKU1414,91.594522865905,60,930,1462.00934191309,Male,19,21,28,10,Carrier B,12.2673744536953,Supplier 4,Miami,25.7617,-80.1918,29,279,2,38.7101377828786,Fail,3.81721790132844,Rail,Route B,271.128388769449,1152.170815360763,2021-10-28
cosmetics,SKU1415,25.4577363155026,61,743,17023.5882741766,Male,37,1,11,8,Carrier C,4.34287052529698,Supplier 2,Houston,29.7604,-95.3698,8,695,6,79.9589807666442,Pending,3.5385607920941,Road,Route C,902.646705855997,16040.98258755396,2021-10-29
haircare,SKU1416,38.8172480863974,31,877,4035.13975752257,Unknown,74,23,60,10,Carrier C,13.3616602888773,Supplier 4,Miami,25.7617,-80.1918,26,409,5,96.9693636886541,Fail,3.70114443687882,Sea,Route C,867.896851376626,3070.27354245729,2021-10-30
cosmetics,SKU1417,27.3468727537147,10,490,12059.9708843882,Non-binary,57,9,35,10,Carrier B,14.3431523711133,Supplier 3,Los Angeles,34.0522,-118.2437,19,525,27,84.33788168,Pending,4.89628764188889,Rail,Route C,602.9435349,11372.6894678082,2021-10-31
skincare,SKU1418,12.3287910112602,76,410,7685.39351426379,Female,15,6,79,3,Carrier A,1.5455819011905,Supplier 5,Houston,29.7604,-95.3698,28,585,18,19.4729810721436,Fail,4.82678143529157,Rail,Route C,973.2868092,6692.633723991647,2021-11-01
skincare,SKU1419,91.5609870921075,36,121,1457.68571950365,Non-binary,50,30,29,7,Carrier A,1.82755554118702,Supplier 1,Chicago,41.8781,-87.6298,21,761,24,13.8984417509514,Pass,3.99920357232295,Sea,Route B,934.453240834429,509.3340369182696,2021-11-02
haircare,SKU1420,38.711778920884,85,559,2990.10936600113,Female,26,2,32,7,Carrier A,2.27343606244703,Supplier 2,Los Angeles,34.0522,-118.2437,22,138,5,38.804006778424,Pass,4.77195264025755,Road,Route B,907.305254121556,2044.00010510115,2021-11-03
cosmetics,SKU1421,39.7811023181906,49,884,31649.8450043524,Female,50,6,63,4,Carrier A,11.874757719135,Supplier 2,Chicago,41.8781,-87.6298,7,378,18,85.8458613287426,Pass,1.02389120808831,Rail,Route C,219.962598265713,31344.03654475794,2021-11-04
skincare,SKU1422,25.45771623,70,904,5928.50785728528,Male,2,23,24,10,Carrier A,3.65071723250568,Supplier 3,New York,40.7128,-74.006,12,915,16,18.5064079662591,Pending,3.7546158289817,Rail,Route C,365.166608156857,5544.834841162164,2021-11-05
cosmetics,SKU1423,38.1224296209686,49,799,27413.8391404385,Male,15,3,15,9,Carrier C,11.1597438105226,Supplier 1,Miami,25.7617,-80.1918,20,724,17,78.1751121145371,Pending,1.60829316659728,Sea,Route A,469.171193778842,26866.49283454512,2021-11-06
cosmetics,SKU1424,33.9129463999172,3,553,16878.4734232388,Unknown,86,16,44,1,Carrier B,7.177864978,Supplier 5,Houston,29.7604,-95.3698,3,475,2,78.8724485633247,Fail,3.62647159471461,Rail,Route B,848.718344501119,15950.88263017436,2021-11-07
haircare,SKU1425,40.3590372233958,74,818,9494.10000287162,Non-binary,59,25,84,1,Carrier C,12.7075701311996,Supplier 1,New York,40.7128,-74.006,25,738,17,77.5924024251995,Fail,1.86946730816599,Road,Route B,884.112185536197,8532.395414910225,2021-11-08
haircare,SKU1426,36.6383128215128,5,629,8237.82616568002,Non-binary,75,24,17,5,Carrier A,12.3197757792596,Supplier 1,Houston,29.7604,-95.3698,4,140,10,97.8371304954221,Pending,1.44710329872092,Rail,Route B,776.336676612995,7363.652358571603,2021-11-09
cosmetics,SKU1427,37.1781348419815,90,551,18436.6370681386,Female,39,15,66,3,Carrier B,14.4352758593542,Supplier 2,New York,40.7128,-74.006,25,769,26,89.552058438275,Pass,4.793975476,Air,Route B,525.159360534878,17821.92564916545,2021-11-10
cosmetics,SKU1429,25.3515260095852,85,340,7757.56695893308,Male,1,12,58,9,Carrier A,4.209348279,Supplier 5,Miami,25.7617,-80.1918,11,146,14,76.5028499066485,Pass,3.79284297303281,Air,Route C,131.676574989902,7549.387534036529,2021-11-11
haircare,SKU1430,31.9139524303684,90,340,8119.03666658866,Unknown,47,23,97,10,Carrier B,1.44111165404038,Supplier 1,Los Angeles,34.0522,-118.2437,12,583,19,79.97921773,Fail,3.37336081602277,Road,Route C,873.557526757687,7165.499922100973,2021-11-12
cosmetics,SKU1431,37.7031211433219,26,985,33423.8168935548,Unknown,51,8,30,7,Carrier A,6.7458253359714,Supplier 3,Chicago,41.8781,-87.6298,30,284,12,94.8016013594048,Pending,1.51738820904032,Air,Route C,994.738668051402,32334.276624144,2021-11-13
skincare,SKU1432,42.7575749054137,72,872,2150.6476329412,Male,7,24,45,1,Carrier C,7.42688436257583,Supplier 2,New York,40.7128,-74.006,19,171,26,24.5722955235905,Pass,2.29171508746139,Rail,Route A,410.924907344946,1715.150430072663,2021-11-14
cosmetics,SKU1433,29.4172425640199,5,893,23642.6378487028,Unknown,92,6,80,2,Carrier C,14.5031936680121,Supplier 4,Miami,25.7617,-80.1918,28,668,1,83.6624770261729,Fail,3.85528169862583,Rail,Route A,611.858712511546,22947.11665916508,2021-11-15
haircare,SKU1434,29.0689311556678,15,744,4571.991804,Non-binary,97,3,78,4,Carrier C,12.6309941184076,Supplier 4,Miami,25.7617,-80.1918,25,850,7,77.5216348563266,Fail,4.2428366704705,Sea,Route C,829.5236804,3664.946488743673,2021-11-16
skincare,SKU1435,98.8276612724189,16,151,5546.49140370459,Non-binary,83,23,67,9,Carrier A,3.335084053,Supplier 2,Houston,29.7604,-95.3698,30,673,26,60.9540203625081,Pass,4.84059900763715,Sea,Route A,267.833439316488,5217.703944025594,2021-11-17
haircare,SKU1436,32.6920953877536,1,126,4379.48759818648,Unknown,81,4,72,5,Carrier C,12.1788510765148,Supplier 1,Los Angeles,34.0522,-118.2437,11,441,7,62.6500056252285,Fail,3.66231515875679,Rail,Route A,846.60130851367,3470.236284047581,2021-11-18
haircare,SKU1437,78.22054044,16,85,5479.80907246206,Male,77,27,25,5,Carrier A,3.49618993170058,Supplier 2,Houston,29.7604,-95.3698,13,668,13,28.9007804159118,Pass,4.24710171916314,Rail,Route A,662.8088004,4788.099491646148,2021-11-19
skincare,SKU1438,45.6120867838921,37,689,4088.03964775308,Non-binary,81,10,15,9,Carrier A,2.08871097800887,Supplier 4,Miami,25.7617,-80.1918,28,342,9,66.615218349194,Fail,4.64228377433523,Rail,Route A,612.863478029577,3408.560951374309,2021-11-20
haircare,SKU1439,24.5906534829932,3,670,3177.15195332582,Female,1,14,87,8,Carrier C,12.7191585203943,Supplier 4,Miami,25.7617,-80.1918,30,427,5,79.3565735866529,Fail,4.334125113,Rail,Route C,786.053514861087,2311.74186487808,2021-11-21
skincare,SKU1440,50.79626242502335,52,666,4586.51825923582,Non-binary,64,21,61,2,Carrier C,14.6634341459969,Supplier 3,Los Angeles,34.0522,-118.2437,6,735,4,89.6727002917462,Pass,1.65405557441107,Road,Route A,316.853687585967,4179.991871358106,2021-11-22
haircare,SKU1441,36.69264496,47,379,1172.55619674908,Male,19,24,11,7,Carrier A,2.23365962338925,Supplier 3,Los Angeles,34.0522,-118.2437,22,252,5,76.3045592336244,Pending,2.82475782809534,Rail,Route C,653.302363611373,442.9492739040826,2021-11-23
haircare,SKU1442,87.193368002792,95,574,7952.48061486682,Female,33,15,98,1,Carrier A,12.3949482670587,Supplier 4,Miami,25.7617,-80.1918,30,354,24,61.8738085908114,Fail,4.45231202070102,Air,Route B,316.338628130831,7574.268178145178,2021-11-24
haircare,SKU1443,54.3950023419368,13,67,2538.50404210827,Non-binary,40,7,86,10,Carrier A,13.0289770810043,Supplier 3,Houston,29.7604,-95.3698,16,828,24,70.5933376522099,Pass,2.81690660313498,Sea,Route A,261.581867246184,2206.328837209876,2021-11-25
cosmetics,SKU1444,31.81882603,80,508,14547.5672628826,Male,40,7,27,9,Carrier A,2.66257817973019,Supplier 3,Miami,25.7617,-80.1918,2,523,28,86.71501877,Pass,3.27182682788294,Air,Route B,661.019173905923,13799.83307020668,2021-11-26
skincare,SKU1445,8.32575190664653,55,915,6883.28823614571,Male,7,25,90,3,Carrier C,4.96554860480724,Supplier 3,New York,40.7128,-74.006,14,331,20,30.420841880586,Pending,0.661765459286313,Air,Route B,342.352991415483,6510.514402849641,2021-11-27
haircare,SKU1446,79.800467775485,21,453,7965.425159,Non-binary,90,10,85,2,Carrier A,11.2712489461829,Supplier 4,Miami,25.7617,-80.1918,30,628,12,89.3986275494741,Pending,3.74514942042207,Road,Route A,742.9412559,7133.085275550527,2021-11-28
haircare,SKU1447,44.0772493174186,66,432,8324.46218433558,Male,22,19,44,4,Carrier A,12.3082239141553,Supplier 1,Los Angeles,34.0522,-118.2437,23,691,8,57.9360369850682,Pass,0.177116949215755,Air,Route C,563.036895473212,7703.489251877299,2021-11-29
haircare,SKU1448,88.0036774173113,54,872,5441.58264394539,Unknown,37,19,95,4,Carrier A,5.95563770869531,Supplier 1,Houston,29.7604,-95.3698,18,595,13,63.4886480032511,Fail,3.80446224812072,Air,Route C,725.45838653711,4652.63560940503,2021-11-30
cosmetics,SKU1449,37.6733102933286,27,431,14613.4770627821,Female,43,2,48,3,Carrier A,3.23901159551329,Supplier 5,New York,40.7128,-74.006,17,275,4,86.8730172919686,Pass,1.65504268419402,Air,Route C,902.456966036905,13624.14707945323,2021-12-01
haircare,SKU1450,84.196097743676,38,425,7635.04909524844,Unknown,66,15,10,2,Carrier A,10.0768226641293,Supplier 3,Miami,25.7617,-80.1918,20,650,20,98.6514110445376,Pass,1.12710227872401,Sea,Route A,224.421440051046,7311.976244152856,2021-12-02
cosmetics,SKU1451,28.0801803476668,90,326,8238.724914,Non-binary,61,1,46,5,Carrier B,10.8275604454086,Supplier 1,Miami,25.7617,-80.1918,18,242,11,81.920435216241,Pass,3.89047197522614,Road,Route A,160.064783098941,7996.739695684819,2021-12-03
haircare,SKU1452,55.8274229368986,58,917,3216.43660692855,Unknown,11,10,30,4,Carrier B,8.050509955,Supplier 5,New York,40.7128,-74.006,19,116,15,13.0561535815719,Pending,0.716278450447697,Air,Route C,459.925223260137,2743.455230086841,2021-12-04
haircare,SKU1453,18.7168250526983,62,684,9130.66980276513,Non-binary,29,6,10,5,Carrier B,3.02917494696021,Supplier 2,New York,40.7128,-74.006,30,348,24,45.65327842,Pending,2.13591713548652,Air,Route C,745.036904410153,8339.979619934977,2021-12-05
haircare,SKU1454,79.4787990754887,46,170,1939.34312274546,Non-binary,94,22,13,8,Carrier C,12.8228144205165,Supplier 3,Chicago,41.8781,-87.6298,15,134,14,94.35639520458,Pass,3.72393337759263,Road,Route B,897.536337260151,947.4503902807292,2021-12-06
haircare,SKU1455,44.8420131083623,89,601,9844.19415632193,Male,86,13,67,2,Carrier A,10.0337234269312,Supplier 1,Los Angeles,34.0522,-118.2437,2,900,18,35.9475933138408,Fail,2.86916158793588,Rail,Route B,131.31496425379,9676.9315987543,2021-12-07
haircare,SKU1456,52.5076112358003,11,961,8742.23029879718,Male,64,10,10,9,Carrier C,13.1682994836316,Supplier 1,Chicago,41.8781,-87.6298,30,245,20,99.9341816676684,Pass,2.77000071746211,Air,Route A,813.662340454192,7828.633776675319,2021-12-08
haircare,SKU1457,79.5842828390922,72,653,7191.08780931167,Non-binary,40,12,22,10,Carrier A,14.0615670428611,Supplier 1,Houston,29.7604,-95.3698,25,826,1,17.5885774170897,Fail,0.787317053580125,Sea,Route C,167.875411312547,7005.623820582033,2021-12-09
haircare,SKU1458,61.89031301,8,465,9448.74899451849,Female,19,24,55,1,Carrier B,12.2797699761329,Supplier 5,New York,40.7128,-74.006,4,264,1,61.1302762904668,Pass,0.904663639173705,Sea,Route C,622.518108138463,8765.10061008956,2021-12-10
skincare,SKU1459,24.1043791070534,97,463,7500.800515,Female,5,30,56,8,Carrier A,14.4212038032286,Supplier 2,Chicago,41.8781,-87.6298,1,210,11,56.3904424157224,Pass,2.9127939695487,Rail,Route A,409.692574693386,7034.717497890892,2021-12-11
haircare,SKU1460,61.0721026193348,71,193,2714.11297327041,Female,74,6,90,5,Carrier C,14.359608440442,Supplier 3,Los Angeles,34.0522,-118.2437,8,746,29,32.981762203093,Pending,0.1178343054033,Air,Route C,115.888771247344,2565.242439819973,2021-12-12
haircare,SKU1461,43.7251215080672,64,468,4979.4052430153,Unknown,98,6,85,2,Carrier C,9.6708237754647,Supplier 1,Los Angeles,34.0522,-118.2437,20,173,29,95.37464176,Pass,4.34558994481705,Road,Route A,187.384099968803,4696.646501286496,2021-12-13
cosmetics,SKU1462,29.6362030785051,21,916,24432.0858179196,Non-binary,3,1,16,8,Carrier A,11.194437426537,Supplier 4,Miami,25.7617,-80.1918,28,767,29,85.8958122081461,Fail,4.09239271417774,Rail,Route B,418.353592689048,23927.83641302241,2021-12-14
haircare,SKU1463,7.68957106825343,72,383,4506.91680059303,Male,92,12,60,5,Carrier C,10.7917194942961,Supplier 3,Chicago,41.8781,-87.6298,26,826,24,30.7205455100208,Pending,2.08308108508663,Sea,Route C,958.378070398475,3517.818184684534,2021-12-15
cosmetics,SKU1464,22.2435272202614,63,6,120.115046989411,Unknown,9,23,12,10,Carrier B,9.69590673031019,Supplier 4,Miami,25.7617,-80.1918,29,453,20,86.66804159,Fail,4.53535513025754,Sea,Route C,239.348861001002,-205.901855601591,2021-12-16
skincare,SKU1465,31.6986177311976,85,997,4477.99015837735,Unknown,1,26,59,10,Carrier A,1.27097246163193,Supplier 5,New York,40.7128,-74.006,27,373,30,74.9106484193856,Pass,4.38335549631551,Road,Route A,344.779353725699,4058.300156232265,2021-12-17
cosmetics,SKU1466,39.8282630041053,64,368,13191.1207069596,Male,92,10,35,3,Carrier B,5.9826935491989,Supplier 1,Houston,29.7604,-95.3698,24,378,6,90.21525628,Fail,3.21252036402952,Rail,Route A,994.719767235305,12106.1856834443,2021-12-18
skincare,SKU1467,6.09178496332095,20,76,6358.2015025928,Non-binary,37,25,40,7,Carrier B,2.40109639196072,Supplier 3,Chicago,41.8781,-87.6298,24,759,5,89.16455819,Fail,2.24954234517533,Road,Route A,532.558431027165,5736.478513375635,2021-12-19
haircare,SKU1468,43.8338398167675,8,431,8849.84076099005,Unknown,0,14,71,4,Carrier C,5.20362754185048,Supplier 3,Chicago,41.8781,-87.6298,25,130,13,24.9106508161861,Pass,2.9265439782987,Rail,Route A,336.020596010236,8488.909514163628,2021-12-20
haircare,SKU1469,92.7825526904446,58,642,1428.24873291501,Non-binary,7,15,35,10,Carrier A,1.95990729696536,Supplier 1,New York,40.7128,-74.006,14,625,10,33.8054580878363,Pending,1.90184797987695,Rail,Route B,654.345522561136,740.0977522660376,2021-12-21
skincare,SKU1470,15.6286585721667,46,174,4469.23391229761,Non-binary,80,28,76,6,Carrier B,13.8804409531186,Supplier 2,Chicago,41.8781,-87.6298,28,634,6,23.0408752,Pending,2.32791239142206,Rail,Route A,492.429040934249,3953.763996163361,2021-12-22
cosmetics,SKU1471,39.4674984599427,31,209,7423.83646031523,Non-binary,82,23,64,10,Carrier B,7.31861881918333,Supplier 5,Chicago,41.8781,-87.6298,16,609,4,88.235848604088,Pending,1.78816096707142,Air,Route C,872.477313803283,6463.12329790786,2021-12-23
haircare,SKU1472,79.7196263271304,93,829,7258.18825658682,Male,62,24,37,8,Carrier A,3.65110226745539,Supplier 1,Houston,29.7604,-95.3698,10,613,4,37.0283881117534,Pass,2.05337397105417,Sea,Route C,107.181229,7113.978639475066,2021-12-24
cosmetics,SKU1473,25.9307515161443,9,341,7958.14764030469,Non-binary,32,4,53,1,Carrier C,9.18690923489532,Supplier 3,Houston,29.7604,-95.3698,7,277,7,83.9335423744061,Pass,1.57488272004715,Sea,Route C,997.098947831106,6877.115150099178,2021-12-25
haircare,SKU1474,75.94378076,15,476,6983.2698272222,Unknown,14,25,90,2,Carrier B,3.75031306721668,Supplier 2,Miami,25.7617,-80.1918,16,428,16,18.4896471935501,Pass,0.38820538773011,Sea,Route C,159.681197228679,6805.09898279997,2021-12-26
skincare,SKU1475,73.4537271212185,94,199,3575.62783718116,Male,30,30,47,8,Carrier A,12.2621645050659,Supplier 3,Houston,29.7604,-95.3698,4,670,1,29.1701972662559,Pass,0.186731390815844,Rail,Route B,583.4113177,2963.046322214904,2021-12-27
haircare,SKU1476,83.5163685685974,26,674,2790.25132363502,Male,20,1,39,7,Carrier A,5.28286753636351,Supplier 4,Miami,25.7617,-80.1918,30,900,9,34.4455119170201,Fail,3.81467935751616,Rail,Route B,727.659990938726,2028.145820779274,2021-12-28
skincare,SKU1477,47.3891159928666,10,657,9427.17302042486,Unknown,2,8,75,10,Carrier B,5.40860886,Supplier 3,Houston,29.7604,-95.3698,12,787,26,65.7216716024983,Pass,1.25818871914365,Air,Route B,594.847180671422,8766.60416815094,2021-12-29
haircare,SKU1478,81.5552305986941,29,279,1166.7211907136,Male,65,3,17,9,Carrier B,13.1793132148298,Supplier 5,Miami,25.7617,-80.1918,30,271,19,77.0811126767067,Pass,4.45235930294841,Sea,Route A,370.696383208683,718.9436948282103,2021-12-30
cosmetics,SKU1479,37.0495331953903,80,11,366.790378634364,Unknown,34,14,23,2,Carrier B,8.82884038510328,Supplier 1,Houston,29.7604,-95.3698,2,495,20,78.8266122344944,Pass,3.05624327261552,Sea,Route C,869.889492267197,-581.9257258673274,2021-12-31
haircare,SKU1480,92.8333002607964,36,909,1194.64293215614,Female,40,17,71,8,Carrier C,13.4222294805771,Supplier 3,Houston,29.7604,-95.3698,6,694,15,10.7772383744948,Pass,4.79148584811995,Air,Route C,487.380727675283,696.4849661063622,2022-01-01
skincare,SKU1481,47.1141184041316,84,983,5352.33743293896,Unknown,58,2,84,6,Carrier C,6.78043241811501,Supplier 4,Miami,25.7617,-80.1918,26,834,9,68.6665412919518,Fail,4.22533475736431,Sea,Route B,370.631207922903,4913.039683724105,2022-01-02
haircare,SKU1482,57.571117847246,37,570,5509.42640014976,Male,15,15,72,1,Carrier A,5.814987752,Supplier 4,Miami,25.7617,-80.1918,26,134,21,66.7663191430392,Fail,4.3838746252694,Road,Route A,791.500330980868,4651.159750025853,2022-01-03
haircare,SKU1483,29.2138136469138,86,620,3894.96224255272,Unknown,55,6,88,4,Carrier A,8.08684196172551,Supplier 1,Miami,25.7617,-80.1918,15,396,28,56.5889213700889,Fail,3.59876613794928,Road,Route B,231.270281194951,3607.10303998768,2022-01-04
skincare,SKU1484,75.54042911984,71,858,2189.45599772521,Female,44,5,75,2,Carrier B,1.86088339684073,Supplier 4,Miami,25.7617,-80.1918,25,568,20,44.1287705263383,Fail,4.68399919261039,Air,Route C,284.508143761671,1860.819083437201,2022-01-05
cosmetics,SKU1485,34.7413491269907,23,854,26702.200939005,Non-binary,58,14,49,7,Carrier A,3.15881079693049,Supplier 1,Miami,25.7617,-80.1918,16,594,28,75.5032004113783,Pending,2.63940040191049,Sea,Route C,327.492789378019,26299.2049492156,2022-01-06
cosmetics,SKU1486,22.9317535114761,41,577,11908.4595985095,Non-binary,49,19,22,9,Carrier C,4.07330290016844,Supplier 5,Houston,29.7604,-95.3698,24,721,22,88.0370780065895,Fail,2.87782020781962,Air,Route B,491.392879764852,11329.02964073806,2022-01-07
skincare,SKU1487,83.6710987556025,93,603,8041.56227780013,Non-binary,84,9,26,6,Carrier A,12.4334819576104,Supplier 1,Houston,29.7604,-95.3698,3,334,1,30.7011044895941,Pending,2.92067656138229,Air,Route C,118.302676262651,7892.558497047885,2022-01-08
cosmetics,SKU1488,20.4778568335493,80,774,14264.8750702504,Male,11,8,24,4,Carrier A,11.2731825967506,Supplier 2,Miami,25.7617,-80.1918,1,138,26,84.5540973593606,Pending,3.82870212102265,Air,Route B,992.598086897622,13187.72288599342,2022-01-09
skincare,SKU1489,81.8858178370999,28,182,6308.50955,Female,91,29,42,5,Carrier B,3.70630190297521,Supplier 4,Miami,25.7617,-80.1918,28,318,1,49.5683125410849,Fail,3.82451314929841,Sea,Route B,640.135857587451,5618.805379871464,2022-01-10
